filepath,label
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/057__[voi][nod][pop_roc]2314__2__4f2b466457__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/168__[voi][dru][pop_roc]2474__3__dfef41a2e4__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/077__[voi][dru][cou_fol]2412__1__14cd6bd3b8__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/102__[voi][dru][cou_fol]2426__2__e51d665712__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2507__2__252d8f7e02__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/025__[voi][dru][cou_fol]2424__3__29e590b1f9__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/207__[voi][dru][cou_fol]2414__3__e451ebe038__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2334__2__c510eff316__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/231__[voi][nod][cou_fol]2388__2__1bf304dce9__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/171__[voi][dru][pop_roc]2315__1__6f1add4392__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2519__2__cf002e6dee__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2348__2__fa93259677__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2484__1__21a0259594__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/244__[voi][nod][cou_fol]2441__1__d60fcd6a0a__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/020__[voi][nod][cou_fol]2404__1__3c705bfb8e__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2335__2__dfef76ee0a__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2360__3__fc0bf62f42__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/251__[voi][dru][pop_roc]2308__1__b71470784b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2531__3__87bef17bb2__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2488__1__09a0f3044a__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2540__3__0b05826e72__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2344__2__ceaaa6a46b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2497__1__95038923d8__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/023__[voi][dru][cou_fol]2420__1__9192ddb8c5__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/178__[voi][nod][pop_roc]2461__1__be1694366e__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/101__[voi][dru][pop_roc]2468__3__e44bd262c4__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/186__[voi][nod][cou_fol]2439__2__64ebc29b57__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/001__[voi][dru][pop_roc]2321__1__d04227215e__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2339__2__ee6df13e7b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/164__[voi][nod][cou_fol]2433__1__cb607171d2__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/098__[voi][dru][pop_roc]2313__2__4383d7ec16__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/034__[voi][nod][cou_fol]2379__3__a0c3626e61__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/019__[voi][dru][pop_roc]2459__1__e913b4c599__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2523__3__e12ed134c7__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/192__[voi][nod][pop_roc]2469__1__f5525bc347__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/118__[voi][nod][cou_fol]2432__1__906a068269__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2523__2__6f2170ec05__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/034__[voi][nod][cou_fol]2379__2__1623c90830__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/098__[voi][dru][pop_roc]2313__3__f4916e538d__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/186__[voi][nod][cou_fol]2439__3__4eb5e5bd50__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2339__3__3ff4934126__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/101__[voi][dru][pop_roc]2468__2__29a0203040__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2344__3__09e253cb91__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2540__2__0b47505bf3__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2531__2__662f688902__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2360__2__eb681cc258__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2335__3__c009661a27__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2348__3__ac51821643__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2519__3__c120336bfd__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/248__[voi][nod][cou_fol]2385__1__7dc8a701cb__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/231__[voi][nod][cou_fol]2388__3__810faa9826__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/207__[voi][dru][cou_fol]2414__2__b1329644a5__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2334__3__f963582baa__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/025__[voi][dru][cou_fol]2424__2__503de174f5__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2507__3__3ce6ad4f04__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/191__[voi][nod][cou_fol]2368__1__beb8365f1b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/102__[voi][dru][cou_fol]2426__3__aa99bf71a4__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/057__[voi][nod][pop_roc]2314__3__f4631e673b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/168__[voi][dru][pop_roc]2474__2__8c7a7c5283__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/102__[voi][dru][cou_fol]2426__1__4137ef553b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/191__[voi][nod][cou_fol]2368__3__9e9ba31db1__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/077__[voi][dru][cou_fol]2412__2__52946a08f0__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/057__[voi][nod][pop_roc]2314__1__4a56cbb2ec__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2507__1__c724c8e8e9__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/231__[voi][nod][cou_fol]2388__1__8a41ac7d5a__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2334__1__3120dc8a3c__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/248__[voi][nod][cou_fol]2385__3__1f9ce79dbb__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/171__[voi][dru][pop_roc]2315__2__bcae1bc5df__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2348__1__b56e08349d__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2519__1__cb6bc6548b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2484__2__6ca525cf7c__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/244__[voi][nod][cou_fol]2441__2__27169c78de__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2335__1__3140766760__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/020__[voi][nod][cou_fol]2404__2__1b332d62de__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/251__[voi][dru][pop_roc]2308__2__411df57171__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2488__2__f95fb50415__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2497__2__aad65cd62f__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2344__1__36a6340d31__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/178__[voi][nod][pop_roc]2461__2__cca6956dba__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/023__[voi][dru][cou_fol]2420__2__2a3136b4bf__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/164__[voi][nod][cou_fol]2433__2__a863a1a532__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/001__[voi][dru][pop_roc]2321__2__506b1c8098__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2339__1__e9e3247e8d__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/186__[voi][nod][cou_fol]2439__1__87c542fc6b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/098__[voi][dru][pop_roc]2313__1__255e52ebe0__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/019__[voi][dru][pop_roc]2459__2__052d3bb28c__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/118__[voi][nod][cou_fol]2432__3__48950aab94__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/192__[voi][nod][pop_roc]2469__2__9f6edba7dd__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2523__1__382b36d701__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/118__[voi][nod][cou_fol]2432__2__e451a6a65b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/192__[voi][nod][pop_roc]2469__3__7b85555ef4__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/019__[voi][dru][pop_roc]2459__3__5d62f0b690__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/034__[voi][nod][cou_fol]2379__1__e1239167ec__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/001__[voi][dru][pop_roc]2321__3__ce0957aadb__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/164__[voi][nod][cou_fol]2433__3__1f0894175a__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/023__[voi][dru][cou_fol]2420__3__bed0e8c39b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/101__[voi][dru][pop_roc]2468__1__d5b78f9c1d__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/178__[voi][nod][pop_roc]2461__3__8d58a1cbea__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2497__3__ef29d54dd8__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2540__1__a1797a8a22__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2488__3__6c84207502__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2360__1__7802c160ca__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2531__1__84a5cc1d95__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/251__[voi][dru][pop_roc]2308__3__8f451b2ed9__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/020__[voi][nod][cou_fol]2404__3__9aceacacc7__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/244__[voi][nod][cou_fol]2441__3__15f4356d1d__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][jaz_blu]2484__3__eff326b748__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/171__[voi][dru][pop_roc]2315__3__c716fb9aec__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/248__[voi][nod][cou_fol]2385__2__26bd445c88__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/207__[voi][dru][cou_fol]2414__1__5aedaa4bcd__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/025__[voi][dru][cou_fol]2424__1__6c9b63b3e8__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/077__[voi][dru][cou_fol]2412__3__df1638f7bb__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/168__[voi][dru][pop_roc]2474__1__4a6eb67d33__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/191__[voi][nod][cou_fol]2368__2__46ed98efde__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/217__[voi][dru][lat_sou]2453__3__113dd6c5fa__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2548__2__93ff0bf3bc__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/239__[voi][nod][pop_roc]2478__3__4f8764093d__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2535__2__83c2b76254__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2364__2__4393e5853b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/137__[voi][dru][cou_fol]2377__1__0d360c4f96__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2352__3__c0a21134dc__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2503__3__ba1b2fcf41__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/083__[voi][dru][pop_roc]2300__3__cd789ba3c7__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/228__[voi][dru][pop_roc]2466__3__52a23c5df7__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/225__[voi][nod][cou_fol]2365__3__a82528c604__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/120__[voi][dru][cou_fol]2402__2__0c8d555704__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/048__[voi][dru][cou_fol]2413__2__6710e704ac__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/131__[voi][dru][lat_sou]2458__1__2adcb3416f__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/258__[voi][dru][lat_sou]2452__2__b439a5a2a4__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/142__[voi][dru][cou_fol]2430__1__ccc0a81abb__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/003__[voi][dru][cou_fol]2431__3__8855491dfc__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2527__2__fabe0d2e76__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/203__[voi][nod][cou_fol]2374__2__6a8bbe76ae__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2511__3__9c75e8fa5d__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/050__[voi][dru][pop_roc]2317__3__3ffe09a7b9__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2340__3__fc7fe06ceb__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/018__[voi][dru][cou_fol]2449__3__b6f9a15b75__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2544__2__11fa4d5192__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/206__[voi][dru][pop_roc]2475__1__6b5f449a57__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/235__[voi][dru][pop_roc]2328__1__3d57d3ac9b__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2539__2__de85851b44__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2539__3__edc6ae1dbc__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/018__[voi][dru][cou_fol]2449__2__e29feb40f8__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/[voi][pop_roc]2544__3__4c0d8721a8__sr44100_dur3.0_m128_w30_h10.npy,voi
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/voi/094__[voi][dru][pop_roc]2479__1__0abdea4b40__sr44100_dur3.0_m128_w30_h10.npy,voi
